museum,museumLabel,year,visitors
http://www.wikidata.org/entity/Q511,Лионский музей изобразительных искусств,2016,333835
http://www.wikidata.org/entity/Q511,Лионский музей изобразительных искусств,2017,356369
http://www.wikidata.org/entity/Q180788,Лондонская национальная галерея,2014,6416724
http://www.wikidata.org/entity/Q180788,Лондонская национальная галерея,2015,5908254
http://www.wikidata.org/entity/Q180788,Лондонская национальная галерея,2016,6262839
http://www.wikidata.org/entity/Q180788,Лондонская национальная галерея,2018,5735831
http://www.wikidata.org/entity/Q180788,Лондонская национальная галерея,2019,6011007
http://www.wikidata.org/entity/Q180788,Лондонская национальная галерея,2021,708924
http://www.wikidata.org/entity/Q3330634,Лотарингский музей,2001,70063
http://www.wikidata.org/entity/Q3330634,Лотарингский музей,2002,76184
http://www.wikidata.org/entity/Q3330634,Лотарингский музей,2003,68699
http://www.wikidata.org/entity/Q3330634,Лотарингский музей,2004,70803
http://www.wikidata.org/entity/Q3330634,Лотарингский музей,2005,86545
http://www.wikidata.org/entity/Q3330634,Лотарингский музей,2006,55907
http://www.wikidata.org/entity/Q3330634,Лотарингский музей,2007,62802
http://www.wikidata.org/entity/Q3330634,Лотарингский музей,2008,57174
http://www.wikidata.org/entity/Q3330634,Лотарингский музей,2009,52867
http://www.wikidata.org/entity/Q3330634,Лотарингский музей,2010,47168
http://www.wikidata.org/entity/Q3330634,Лотарингский музей,2011,57081
http://www.wikidata.org/entity/Q3330634,Лотарингский музей,2012,73920
http://www.wikidata.org/entity/Q3330634,Лотарингский музей,2013,63227
http://www.wikidata.org/entity/Q3330634,Лотарингский музей,2014,67510
http://www.wikidata.org/entity/Q3330634,Лотарингский музей,2015,72520
http://www.wikidata.org/entity/Q3330634,Лотарингский музей,2016,61092
http://www.wikidata.org/entity/Q3330634,Лотарингский музей,2017,47962
http://www.wikidata.org/entity/Q3330634,Лотарингский музей,2018,101952
http://www.wikidata.org/entity/Q3330634,Лотарингский музей,2019,85841
http://www.wikidata.org/entity/Q19675,Лувр,2001,5163925
http://www.wikidata.org/entity/Q19675,Лувр,2002,5784000
http://www.wikidata.org/entity/Q19675,Лувр,2003,5726640
http://www.wikidata.org/entity/Q19675,Лувр,2004,6894000
http://www.wikidata.org/entity/Q19675,Лувр,2005,7511000
http://www.wikidata.org/entity/Q19675,Лувр,2006,8314000
http://www.wikidata.org/entity/Q19675,Лувр,2007,8224643
http://www.wikidata.org/entity/Q19675,Лувр,2008,8422207
http://www.wikidata.org/entity/Q19675,Лувр,2009,8387667
http://www.wikidata.org/entity/Q19675,Лувр,2010,8346421
http://www.wikidata.org/entity/Q19675,Лувр,2011,8841000
http://www.wikidata.org/entity/Q19675,Лувр,2011,8663992
http://www.wikidata.org/entity/Q19675,Лувр,2012,9437743
